Date,Lieu,Ville,Type,Prix,Artiste,Image
4 mai 2023,LE FOIRAIL,PAU,DANSE - DANSE CONTEMPORAINE,12.0,GAELLE BOURGES,https://static.ticketmaster.fr/static/images/vignettes/a_529151.gif
4 mai 2023,NARBONNE ARENA,NARBONNE,DANSE - DANSE CLASSIQUE,42.0,LE LAC DES CYGNES- BALLET ET ORCHESTRE,https://static.ticketmaster.fr/static/images/vignettes/a_525697.gif
10 mai 2023,CARRE DES DOCKS,LE HAVRE,DANSE - DANSE CONTEMPORAINE,28.0,LA FEMME QUI DANSE- PIETRAGALLA- MARIE CLAUDE PIETRAGALLA,https://static.ticketmaster.fr/static/images/vignettes/n_pietragalla-la-femme-qui-danse.gif
10 au 13 mai 2023,GEMIER,PARIS,DANSE - DANSE CONTEMPORAINE,42.9,SMAIL KANOUTÉ,https://static.ticketmaster.fr/static/images/vignettes/a_529425.gif
11 au 12 mai 2023,THEATRE DE SAINT-QUENTIN-EN-YVELINES,ST QUENTIN YVELINES CEDEX,DANSE - DANSE CLASSIQUE,14.0,BALLET NATIONAL DE MARSEILLE,https://static.ticketmaster.fr/static/images/vignettes/a_525833.gif
12 mai 2023,CENTRE CULTUREL DES CARMES,LANGON,DANSE - FLAMENCO,15.0,PASCUAL GALLO,https://static.ticketmaster.fr/static/images/vignettes/a_527975.gif
12 mai 2023,SUMMUM,GRENOBLE,DANSE - DANSE CLASSIQUE,42.0,LE LAC DES CYGNES- BALLET ET ORCHESTRE,https://static.ticketmaster.fr/static/images/vignettes/a_522678.gif
13 mai 2023,L'INTERVALLE,VAUGNERAY,DANSE - DANSE CONTEMPORAINE,26.0,COMPAGNIE KAFIG,https://static.ticketmaster.fr/static/images/vignettes/a_533306.gif
14 mai 2023,ZENITH DE ROUEN,LE GRAND QUEVILLY,DANSE - DANSE CONTEMPORAINE,42.0,"""ENTRE NOUS BY DPENDANSE""",https://static.ticketmaster.fr/static/images/vignettes/s_2252.gif
15 mai 2023,CARRE D'ARGENT,PONTCHATEAU,DANSE - AUTRES DANSES,18.0,FEUX,https://static.ticketmaster.fr/static/images/vignettes/a_533891.gif
23 mai 2023,THEATRE DE L'ESPLANADE,DRAGUIGNAN,DANSE - DANSE CLASSIQUE,17.0,LES QUATRES SAISONS,https://static.ticketmaster.fr/static/images/vignettes/n_les-quatres-saisons.gif
23 au 24 mai 2023,GEMIER,PARIS,DANSE - DANSE CONTEMPORAINE,42.9,DOMINIQUE BAGOUET- CONSERVATOIRE NATIONAL SUPERIEUR DE MUSIQUE ET DE DANSE,https://static.ticketmaster.fr/static/images/vignettes/a_529399.gif
25 mai 2023,PALAIS DES CONGRES,PERPIGNAN,DANSE - DANSE CONTEMPORAINE,53.0,LA FEMME QUI DANSE- PIETRAGALLA- MARIE CLAUDE PIETRAGALLA,https://static.ticketmaster.fr/static/images/vignettes/n_pietragalla-la-femme-qui-danse.gif
26 au 27 mai 2023,GEMIER,PARIS,DANSE - DANSE CONTEMPORAINE,42.9,LE JEUNE BALLET DU CNSMD DE LYON,https://static.ticketmaster.fr/static/images/vignettes/a_529408.gif
27 mai 2023,ESPACE LIGERIA,MONTLOUIS SUR LOIRE,DANSE - DANSE CONTEMPORAINE,5.0,PREMICES,https://static.ticketmaster.fr/static/images/vignettes/a_535551.gif
27 mai 2023,LE FORUM,FREJUS,DANSE - DANSE CONTEMPORAINE,33.2,ODYSSEY,https://static.ticketmaster.fr/static/images/vignettes/a_528547.gif
28 mai 2023,THEATRE CASINO BARRIERE,DEAUVILLE,DANSE - DANSE CLASSIQUE,36.0,"""GALA DETOILES""",https://static.ticketmaster.fr/static/images/vignettes/a_533548.gif
